commune,area_km2,num_buildings,building_area_km2,building_density_pct,impermeable_surface_pct,num_drains,drainage_length_km,drainage_density
Commune I,7.213010901785435,6140,0.8649854310190424,11.992016133026121,15.589620972933957,10,3.2227872046658845,0.4468019317519884
Commune II,4.808956438100541,3746,0.6269566639731788,13.03727060211875,16.948451782754375,11,6.384775949211017,1.3276842972886023
Commune III,4.809332596821351,0,0.0,0.0,0.0,11,7.502309810758852,1.559948217288482
Commune IV,7.213010901785435,5930,0.534481720591053,7.409966903817557,9.632956974962823,12,8.185145908083301,1.1347752026906315
Commune V,4.809708169539145,0,0.0,0.0,0.0,10,1.1736835293454728,0.24402385508098975
Commune VI,7.2141398174106035,7932,0.8300215275823901,11.505481576323435,14.957126049220467,1,0.47343831282803267,0.06562643985433118
